Token	POS-Tag	OOV	Id	Index	Documento
especie	NOUN	1	46	17	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
da	ADP	0	46	18	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
sua	DET	0	46	19	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
criacao	NOUN	1	46	20	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
e	CCONJ	0	46	21	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
usando	VERB	0	46	22	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
suas	DET	0	46	23	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
palavras	NOUN	0	46	24	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
a	ADP	0	46	25	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
mais	ADV	0	46	26	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
astuta	ADJ	1	46	27	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
de	ADP	0	46	28	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
todas	DET	0	46	29	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
alimariase	NOUN	1	46	30	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
sabido	VERB	1	46	31	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
ilustrissimo	NOUN	1	46	32	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
que	PRON	0	46	33	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
esse	DET	0	46	34	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
animal	NOUN	0	46	35	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
tem	VERB	0	46	36	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
o	DET	0	46	37	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
poder	NOUN	0	46	38	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
de	SCONJ	0	46	39	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
hipnotizar	VERB	1	46	40	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
as	DET	0	46	41	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
suas	DET	0	46	42	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
presas	NOUN	0	46	43	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
para	SCONJ	0	46	44	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
depois	ADV	0	46	45	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
dar	VERB	0	46	46	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
o	DET	0	46	47	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
bote	NOUN	1	46	48	quando da dor da conceicao rua luiz oliveira 157 bairro conceicao a eva foi assediada por uma especie da sua criacao e usando suas palavras a mais astuta de todas alimariase sabido ilustrissimo que esse animal tem o poder de hipnotizar as suas presas para depois dar o bote
reporter	NOUN	1	47	0	reporter da tv globo sofre tentativa de assalto ao vivo situacao aconteceu na avenida paulista em sao paulo durante o programa encontro saopaulo assalto tvglobo encontro patriciapoeta saiba mais redetvuolcombrtvfamablo
da	ADP	0	47	1	reporter da tv globo sofre tentativa de assalto ao vivo situacao aconteceu na avenida paulista em sao paulo durante o programa encontro saopaulo assalto tvglobo encontro patriciapoeta saiba mais redetvuolcombrtvfamablo
tv	PROPN	1	47	2	reporter da tv globo sofre tentativa de assalto ao vivo situacao aconteceu na avenida paulista em sao paulo durante o programa encontro saopaulo assalto tvglobo encontro patriciapoeta saiba mais redetvuolcombrtvfamablo
globo	PROPN	0	47	3	reporter da tv globo sofre tentativa de assalto ao vivo situacao aconteceu na avenida paulista em sao paulo durante o programa encontro saopaulo assalto tvglobo encontro patriciapoeta saiba mais redetvuolcombrtvfamablo
sofre	VERB	0	47	4	reporter da tv globo sofre tentativa de assalto ao vivo situacao aconteceu na avenida paulista em sao paulo durante o programa encontro saopaulo assalto tvglobo encontro patriciapoeta saiba mais redetvuolcombrtvfamablo
tentativa	NOUN	0	47	5	reporter da tv globo sofre tentativa de assalto ao vivo situacao aconteceu na avenida paulista em sao paulo durante o programa encontro saopaulo assalto tvglobo encontro patriciapoeta saiba mais redetvuolcombrtvfamablo
de	ADP	0	47	6	reporter da tv globo sofre tentativa de assalto ao vivo situacao aconteceu na avenida paulista em sao paulo durante o programa encontro saopaulo assalto tvglobo encontro patriciapoeta saiba mais redetvuolcombrtvfamablo
assalto	NOUN	0	47	7	reporter da tv globo sofre tentativa de assalto ao vivo situacao aconteceu na avenida paulista em sao paulo durante o programa encontro saopaulo assalto tvglobo encontro patriciapoeta saiba mais redetvuolcombrtvfamablo
ao	ADP	0	47	8	reporter da tv globo sofre tentativa de assalto ao vivo situacao aconteceu na avenida paulista em sao paulo durante o programa encontro saopaulo assalto tvglobo encontro patriciapoeta saiba mais redetvuolcombrtvfamablo
vivo	ADJ	0	47	9	reporter da tv globo sofre tentativa de assalto ao vivo situacao aconteceu na avenida paulista em sao paulo durante o programa encontro saopaulo assalto tvglobo encontro patriciapoeta saiba mais redetvuolcombrtvfamablo
situacao	NOUN	1	47	10	reporter da tv globo sofre tentativa de assalto ao vivo situacao aconteceu na avenida paulista em sao paulo durante o programa encontro saopaulo assalto tvglobo encontro patriciapoeta saiba mais redetvuolcombrtvfamablo
aconteceu	VERB	0	47	11	reporter da tv globo sofre tentativa de assalto ao vivo situacao aconteceu na avenida paulista em sao paulo durante o programa encontro saopaulo assalto tvglobo encontro patriciapoeta saiba mais redetvuolcombrtvfamablo
